"X","participantID_anonymous","reward","assignmentid","assignmentaccepttime","assignmentsubmittime","response","confidence","trivialArgument","argtype","qnumber","property","p1animal","p2animal","cows","chimps","gorillas","mice","squirrels","elephants","seals","rhinos","dolphins","horses","mammals","animals","modal","rt","premisecode","language"
2781,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","accept",4,"true","inclusion",0,"use norephinephrine as a regulator of sexual drive","mammals","cows",1,0,0,0,0,0,0,0,0,0,1,0,"none",29174,"pc100000000010","English"
2782,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","accept",2,"false","contingent",1,"require vitamin K for their livers to function","chimps","rhinos",0,1,0,0,0,0,0,1,0,0,0,0,"probable",21375,"pc010000010000","English"
2783,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","accept",5,"true","identity",2,"have iron sulfate in their blood","horses","gorillas",0,0,1,0,0,0,0,0,0,1,0,0,"certain",15118,"pc001000000100","English"
2784,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","reject",3,"false","contingent",3,"have a high potassium concentration in their blood","squirrels","elephants",0,0,0,0,1,1,0,0,0,0,0,0,"necessary",17232,"pc000011000000","English"
2785,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","accept",3,"false","contingent",4,"have an ulnar artery","dolphins","mice",0,0,0,1,0,0,0,0,1,0,0,0,"plausible",14224,"pc000100001000","English"
2786,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","accept",5,"false","contingent",5,"have enzyme X132 in their bloodstreams","cows","squirrels",1,0,0,0,1,0,0,0,0,0,0,0,"possible",13975,"pc100010000000","English"
2787,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","reject",4,"false","contingent",6,"secrete uric acid crystals","chimps","gorillas",0,1,1,0,0,0,0,0,0,0,0,0,"likely",12399,"pc011000000000","English"
2788,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","reject",2,"false","contingent",7,"have blood salinity which declines from infancy to maturity","rhinos","elephants",0,0,0,0,0,1,0,1,0,0,0,0,"none",20007,"pc000001010000","English"
2789,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","reject",4,"false","contingent",8,"have a blood PH of 7.9","dolphins","seals",0,0,0,0,0,0,1,0,1,0,0,0,"plausible",10112,"pc000000101000","English"
2790,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","accept",3,"false","contingent",9,"use acetylcholine as a neurotransmitter","chimps","dolphins",0,1,0,0,0,0,0,0,1,0,0,0,"likely",14166,"pc010000001000","English"
2791,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","accept",3,"false","contingent",10,"use enzyme B-32 to digest food","cows","seals",1,0,0,0,0,0,1,0,0,0,0,0,"possible",29471,"pc100000100000","English"
2792,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","accept",5,"true","inclusion",11,"become disoriented and motionless when exposed to high ozone levels","animals","gorillas",0,0,1,0,0,0,0,0,0,0,0,1,"probable",16135,"pc001000000001","English"
2793,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","reject",5,"false","contingent",12,"require oxydilic acid for good digestion","mice","squirrels",0,0,0,1,1,0,0,0,0,0,0,0,"certain",9048,"pc000110000000","English"
2794,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","reject",2,"false","contingent",13,"have a right aortic arch","elephants","rhinos",0,0,0,0,0,1,0,1,0,0,0,0,"necessary",11830,"pc000001010000","English"
2795,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","accept",1,"false","contingent",14,"require trace amounts of magnesium for reproduction","squirrels","dolphins",0,0,0,0,1,0,0,0,1,0,0,0,"probable",13399,"pc000010001000","English"
2796,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","reject",2,"false","contingent",15,"use adipose tissue to synthesize triacylglycerols","chimps","elephants",0,1,0,0,0,1,0,0,0,0,0,0,"necessary",14415,"pc010001000000","English"
2797,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","accept",5,"false","contingent",16,"have a tympanic membrane in their inner ears","mice","gorillas",0,0,1,1,0,0,0,0,0,0,0,0,"likely",9031,"pc001100000000","English"
2798,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","accept",3,"false","contingent",17,"continuously shed their outer keratin layer","seals","rhinos",0,0,0,0,0,0,1,1,0,0,0,0,"plausible",23183,"pc000000110000","English"
2799,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","accept",5,"true","identity",19,"use seratonin as a neurotransmitter","cows","horses",1,0,0,0,0,0,0,0,0,1,0,0,"possible",11039,"pc100000000100","English"
2800,"participant 215","$0.50","2S1NZW6HEZ6OLWSLQIZ6EGUNHRYZPU","Thu Jan 05 08:28:49 PST 2012","Thu Jan 05 08:35:47 PST 2012","reject",1,"false","contingent",20,"have seasmoid bones","squirrels","seals",0,0,0,0,1,0,1,0,0,0,0,0,"none",10287,"pc000010100000","English"
2801,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","reject",5,"false","contingent",0,"become disoriented and motionless when exposed to high ozone levels","gorillas","squirrels",0,0,1,0,1,0,0,0,0,0,0,0,"none",19173,"pc001010000000","English"
2802,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","reject",5,"false","contingent",1,"use acetylcholine as a neurotransmitter","chimps","rhinos",0,1,0,0,0,0,0,1,0,0,0,0,"likely",32337,"pc010000010000","English"
2803,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","accept",5,"true","inclusion",2,"have a high potassium concentration in their blood","cows","mammals",1,0,0,0,0,0,0,0,0,0,1,0,"certain",17327,"pc100000000010","English"
2804,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","accept",5,"false","contingent",3,"have iron sulfate in their blood","seals","dolphins",0,0,0,0,0,0,1,0,1,0,0,0,"possible",15320,"pc000000101000","English"
2805,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","reject",5,"false","contingent",4,"use seratonin as a neurotransmitter","mice","elephants",0,0,0,1,0,1,0,0,0,0,0,0,"necessary",14879,"pc000101000000","English"
2806,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","accept",5,"false","contingent",5,"have an ulnar artery","elephants","squirrels",0,0,0,0,1,1,0,0,0,0,0,0,"plausible",12626,"pc000011000000","English"
2807,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","reject",5,"false","contingent",6,"require vitamin K for their livers to function","dolphins","mice",0,0,0,1,0,0,0,0,1,0,0,0,"probable",15952,"pc000100001000","English"
2808,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","accept",5,"true","identity",7,"have a right aortic arch","gorillas","horses",0,0,1,0,0,0,0,0,0,1,0,0,"certain",15151,"pc001000000100","English"
2809,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","reject",5,"false","contingent",8,"require oxydilic acid for good digestion","rhinos","seals",0,0,0,0,0,0,1,1,0,0,0,0,"necessary",15681,"pc000000110000","English"
2810,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","reject",5,"false","contingent",9,"use adipose tissue to synthesize triacylglycerols","cows","chimps",1,1,0,0,0,0,0,0,0,0,0,0,"likely",20975,"pc110000000000","English"
2811,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","accept",5,"false","contingent",10,"require biotin for hemoglobin synthesis","rhinos","seals",0,0,0,0,0,0,1,1,0,0,0,0,"possible",11988,"pc000000110000","English"
2812,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","reject",5,"false","contingent",11,"have seasmoid bones","mice","dolphins",0,0,0,1,0,0,0,0,1,0,0,0,"none",10951,"pc000100001000","English"
2813,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","reject",5,"false","contingent",12,"secrete uric acid crystals","elephants","cows",1,0,0,0,0,1,0,0,0,0,0,0,"probable",16179,"pc100001000000","English"
2814,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","accept",5,"false","contingent",13,"use enzyme B-32 to digest food","gorillas","chimps",0,1,1,0,0,0,0,0,0,0,0,0,"plausible",11117,"pc011000000000","English"
2815,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","reject",5,"false","contingent",14,"require trace amounts of magnesium for reproduction","rhinos","dolphins",0,0,0,0,0,0,0,1,1,0,0,0,"certain",11449,"pc000000011000","English"
2816,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","accept",5,"true","identity",15,"have a blood PH of 7.9","horses","seals",0,0,0,0,0,0,1,0,0,1,0,0,"plausible",14847,"pc000000100100","English"
2817,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","accept",5,"true","inclusion",16,"continuously shed their outer keratin layer","mammals","elephants",0,0,0,0,0,1,0,0,0,0,1,0,"possible",13395,"pc000001000010","English"
2818,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","reject",5,"false","contingent",17,"have enzyme X132 in their bloodstreams","mice","chimps",0,1,0,1,0,0,0,0,0,0,0,0,"probable",13605,"pc010100000000","English"
2819,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","reject",5,"false","contingent",19,"use norephinephrine as a regulator of sexual drive","rhinos","squirrels",0,0,0,0,1,0,0,1,0,0,0,0,"likely",12029,"pc000010010000","English"
2820,"participant 306","$0.50","24M00OQKKA4IPKAHLJT6D0EXF2QYYP","Thu Jan 05 07:12:19 PST 2012","Thu Jan 05 07:18:34 PST 2012","reject",5,"false","contingent",20,"have a tympanic membrane in their inner ears","elephants","mice",0,0,0,1,0,1,0,0,0,0,0,0,"necessary",12793,"pc000101000000","English"
2821,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","reject",2,"false","contingent",0,"have a blood PH of 7.9","elephants","seals",0,0,0,0,0,1,1,0,0,0,0,0,"possible",33914,"pc000001100000","English"
2822,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","accept",5,"true","inclusion",1,"have a tympanic membrane in their inner ears","cows","animals",1,0,0,0,0,0,0,0,0,0,0,1,"likely",21341,"pc100000000001","English"
2823,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","reject",1,"false","contingent",2,"have an ulnar artery","rhinos","squirrels",0,0,0,0,1,0,0,1,0,0,0,0,"certain",15678,"pc000010010000","English"
2824,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","accept",3,"false","contingent",3,"require biotin for hemoglobin synthesis","dolphins","chimps",0,1,0,0,0,0,0,0,1,0,0,0,"probable",17332,"pc010000001000","English"
2825,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","accept",5,"false","contingent",4,"use acetylcholine as a neurotransmitter","mice","gorillas",0,0,1,1,0,0,0,0,0,0,0,0,"plausible",14866,"pc001100000000","English"
2826,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","accept",4,"false","contingent",5,"use norephinephrine as a regulator of sexual drive","gorillas","squirrels",0,0,1,0,1,0,0,0,0,0,0,0,"none",17394,"pc001010000000","English"
2827,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","accept",5,"false","contingent",6,"use enzyme B-32 to digest food","mice","rhinos",0,0,0,1,0,0,0,1,0,0,0,0,"necessary",21949,"pc000100010000","English"
2828,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","reject",2,"false","contingent",7,"have a right aortic arch","dolphins","chimps",0,1,0,0,0,0,0,0,1,0,0,0,"none",24539,"pc010000001000","English"
2829,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","accept",5,"true","identity",8,"have enzyme X132 in their bloodstreams","horses","elephants",0,0,0,0,0,1,0,0,0,1,0,0,"plausible",19594,"pc000001000100","English"
2830,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","accept",3,"false","contingent",9,"have iron sulfate in their blood","seals","cows",1,0,0,0,0,0,1,0,0,0,0,0,"certain",17612,"pc100000100000","English"
2831,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","accept",2,"false","contingent",10,"require oxydilic acid for good digestion","rhinos","seals",0,0,0,0,0,0,1,1,0,0,0,0,"necessary",26489,"pc000000110000","English"
2832,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","accept",3,"false","contingent",11,"continuously shed their outer keratin layer","squirrels","cows",1,0,0,0,1,0,0,0,0,0,0,0,"probable",21886,"pc100010000000","English"
2833,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","accept",5,"true","identity",12,"use adipose tissue to synthesize triacylglycerols","horses","dolphins",0,0,0,0,0,0,0,0,1,1,0,0,"possible",18783,"pc000000001100","English"
2834,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","accept",5,"false","contingent",13,"use seratonin as a neurotransmitter","gorillas","elephants",0,0,1,0,0,1,0,0,0,0,0,0,"likely",17659,"pc001001000000","English"
2835,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","reject",3,"false","contingent",14,"have a high potassium concentration in their blood","mice","chimps",0,1,0,1,0,0,0,0,0,0,0,0,"necessary",26021,"pc010100000000","English"
2836,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","accept",5,"true","inclusion",15,"require trace amounts of magnesium for reproduction","chimps","animals",0,1,0,0,0,0,0,0,0,0,0,1,"possible",16192,"pc010000000001","English"
2837,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","accept",5,"false","contingent",16,"secrete uric acid crystals","gorillas","cows",1,0,1,0,0,0,0,0,0,0,0,0,"plausible",18860,"pc101000000000","English"
2838,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","reject",4,"false","contingent",17,"have seasmoid bones","elephants","rhinos",0,0,0,0,0,1,0,1,0,0,0,0,"probable",19251,"pc000001010000","English"
2839,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","reject",3,"false","contingent",19,"become disoriented and motionless when exposed to high ozone levels","squirrels","mice",0,0,0,1,1,0,0,0,0,0,0,0,"certain",25147,"pc000110000000","English"
2840,"participant 472","$0.50","2JPBNVP3TVOKCMH8OQP7VEO0UOG03K","Thu Jan 05 07:10:37 PST 2012","Thu Jan 05 07:18:50 PST 2012","accept",3,"true","identity",20,"have blood salinity which declines from infancy to maturity","horses","elephants",0,0,0,0,0,1,0,0,0,1,0,0,"likely",24149,"pc000001000100","English"
2841,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","reject",3,"false","contingent",0,"have iron sulfate in their blood","gorillas","mice",0,0,1,1,0,0,0,0,0,0,0,0,"necessary",16426,"pc001100000000","English"
2842,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","accept",3,"false","contingent",1,"require vitamin K for their livers to function","chimps","dolphins",0,1,0,0,0,0,0,0,1,0,0,0,"none",14338,"pc010000001000","English"
2843,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","reject",3,"true","inclusion",2,"use seratonin as a neurotransmitter","cows","mammals",1,0,0,0,0,0,0,0,0,0,1,0,"probable",16021,"pc100000000010","English"
2844,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","accept",3,"false","contingent",3,"use adipose tissue to synthesize triacylglycerols","seals","elephants",0,0,0,0,0,1,1,0,0,0,0,0,"plausible",13089,"pc000001100000","English"
2845,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","accept",3,"false","contingent",4,"have a tympanic membrane in their inner ears","rhinos","squirrels",0,0,0,0,1,0,0,1,0,0,0,0,"certain",21325,"pc000010010000","English"
2846,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","reject",3,"false","contingent",5,"have seasmoid bones","mice","gorillas",0,0,1,1,0,0,0,0,0,0,0,0,"possible",8306,"pc001100000000","English"
2847,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","reject",4,"true","identity",6,"require oxydilic acid for good digestion","chimps","horses",0,1,0,0,0,0,0,0,0,1,0,0,"likely",7424,"pc010000000100","English"
2848,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","accept",3,"false","contingent",7,"have enzyme X132 in their bloodstreams","cows","elephants",1,0,0,0,0,1,0,0,0,0,0,0,"probable",6490,"pc100001000000","English"
2849,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","reject",3,"false","contingent",8,"continuously shed their outer keratin layer","squirrels","rhinos",0,0,0,0,1,0,0,1,0,0,0,0,"plausible",17706,"pc000010010000","English"
2850,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","reject",3,"false","contingent",9,"have a right aortic arch","seals","dolphins",0,0,0,0,0,0,1,0,1,0,0,0,"none",11092,"pc000000101000","English"
2851,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","reject",3,"false","contingent",10,"secrete uric acid crystals","elephants","gorillas",0,0,1,0,0,1,0,0,0,0,0,0,"necessary",14782,"pc001001000000","English"
2852,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","reject",3,"false","contingent",11,"require biotin for hemoglobin synthesis","mice","squirrels",0,0,0,1,1,0,0,0,0,0,0,0,"possible",17420,"pc000110000000","English"
2853,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","accept",3,"true","inclusion",12,"require trace amounts of magnesium for reproduction","mammals","cows",1,0,0,0,0,0,0,0,0,0,1,0,"certain",6973,"pc100000000010","English"
2854,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","accept",3,"false","contingent",13,"have an ulnar artery","seals","rhinos",0,0,0,0,0,0,1,1,0,0,0,0,"likely",6973,"pc000000110000","English"
2855,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","accept",3,"false","contingent",14,"use acetylcholine as a neurotransmitter","chimps","dolphins",0,1,0,0,0,0,0,0,1,0,0,0,"likely",6958,"pc010000001000","English"
2856,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","accept",3,"false","contingent",15,"use enzyme B-32 to digest food","elephants","dolphins",0,0,0,0,0,1,0,0,1,0,0,0,"probable",5990,"pc000001001000","English"
2857,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","accept",3,"true","identity",16,"have a blood PH of 7.9","horses","cows",1,0,0,0,0,0,0,0,0,1,0,0,"none",8705,"pc100000000100","English"
2858,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","reject",3,"false","contingent",17,"have blood salinity which declines from infancy to maturity","rhinos","squirrels",0,0,0,0,1,0,0,1,0,0,0,0,"plausible",15195,"pc000010010000","English"
2859,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","accept",3,"false","contingent",19,"have a high potassium concentration in their blood","chimps","gorillas",0,1,1,0,0,0,0,0,0,0,0,0,"necessary",7270,"pc011000000000","English"
2860,"participant 443","$0.50","277B0HFL42J1SQ7XUWT7R0IHUA70LY","Thu Jan 05 07:13:25 PST 2012","Thu Jan 05 07:18:57 PST 2012","reject",3,"true","identity",20,"use norephinephrine as a regulator of sexual drive","gorillas","horses",0,0,1,0,0,0,0,0,0,1,0,0,"certain",6677,"pc001000000100","English"
2861,"participant 395","$0.50","22IV66RLPHITA9XLTKBIB2NK5SSF79","Thu Jan 05 07:17:37 PST 2012","Thu Jan 05 07:25:24 PST 2012","accept",4,"true","identity",0,"use enzyme B-32 to digest food","chimps","horses",0,1,0,0,0,0,0,0,0,1,0,0,"necessary",20172,"pc010000000100","English"
2862,"participant 395","$0.50","22IV66RLPHITA9XLTKBIB2NK5SSF79","Thu Jan 05 07:17:37 PST 2012","Thu Jan 05 07:25:24 PST 2012","accept",5,"false","contingent",1,"use adipose tissue to synthesize triacylglycerols","gorillas","rhinos",0,0,1,0,0,0,0,1,0,0,0,0,"possible",19819,"pc001000010000","English"
2863,"participant 395","$0.50","22IV66RLPHITA9XLTKBIB2NK5SSF79","Thu Jan 05 07:17:37 PST 2012","Thu Jan 05 07:25:24 PST 2012","accept",3,"true","inclusion",2,"have a right aortic arch","elephants","mammals",0,0,0,0,0,1,0,0,0,0,1,0,"probable",24863,"pc000001000010","English"
